Group_Combined,Group,Subgroup,Year,Metric,Value
Regular Rank Full-time Teaching Faculty — Master's Degree,Regular Rank Full-time Teaching Faculty,Master's Degree,2020,Count/FTE,12
Regular Rank Full-time Teaching Faculty — Master's Degree,Regular Rank Full-time Teaching Faculty,Master's Degree,2021,Count/FTE,11
Regular Rank Full-time Teaching Faculty — Master's Degree,Regular Rank Full-time Teaching Faculty,Master's Degree,2022,Count/FTE,14
Regular Rank Full-time Teaching Faculty — Master's Degree,Regular Rank Full-time Teaching Faculty,Master's Degree,2023,Count/FTE,11
Regular Rank Full-time Teaching Faculty — Master's Degree,Regular Rank Full-time Teaching Faculty,Master's Degree,2024,Count/FTE,12
Regular Rank Full-time Teaching Faculty — Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Bachelor's Degree,2019,Count/FTE,1
Regular Rank Full-time Teaching Faculty — Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Bachelor's Degree,2020,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Bachelor's Degree,2021,Count/FTE,1
Regular Rank Full-time Teaching Faculty — Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Bachelor's Degree,2022,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Bachelor's Degree,2023,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Bachelor's Degree,2024,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Less than Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Less than Bachelor's Degree,2019,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Less than Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Less than Bachelor's Degree,2020,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Less than Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Less than Bachelor's Degree,2021,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Less than Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Less than Bachelor's Degree,2022,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Less than Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Less than Bachelor's Degree,2023,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Less than Bachelor's Degree,Regular Rank Full-time Teaching Faculty,Less than Bachelor's Degree,2024,Count/FTE,0
Regular Rank Full-time Teaching Faculty — Total,Regular Rank Full-time Teaching Faculty,Total,2019,Count/FTE,100
Regular Rank Full-time Teaching Faculty — Total,Regular Rank Full-time Teaching Faculty,Total,2020,Count/FTE,100
Regular Rank Full-time Teaching Faculty — Total,Regular Rank Full-time Teaching Faculty,Total,2021,Count/FTE,100
Regular Rank Full-time Teaching Faculty — Total,Regular Rank Full-time Teaching Faculty,Total,2022,Count/FTE,100
Regular Rank Full-time Teaching Faculty — Total,Regular Rank Full-time Teaching Faculty,Total,2023,Count/FTE,100
Regular Rank Full-time Teaching Faculty — Total,Regular Rank Full-time Teaching Faculty,Total,2024,Count/FTE,100
