Group_Combined,Group,Subgroup,Year,Metric,Value
College of Health Rehabilitation Services — Nursing,College of Health Rehabilitation Services,Nursing,2021,Full-Time Teaching Faculty (N),9
College of Health Rehabilitation Services — Nursing,College of Health Rehabilitation Services,Nursing,2022,Full-Time Teaching Faculty (N),9
College of Health Rehabilitation Services — Nursing,College of Health Rehabilitation Services,Nursing,2023,Full-Time Teaching Faculty (N),9
College of Health Rehabilitation Services — Nursing,College of Health Rehabilitation Services,Nursing,2024,Full-Time Teaching Faculty (N),12
College of Health Rehabilitation Services — Physical Education & Human Performance,College of Health Rehabilitation Services,Physical Education & Human Performance,2019,Full-Time Teaching Faculty (N),17
College of Health Rehabilitation Services — Physical Education & Human Performance,College of Health Rehabilitation Services,Physical Education & Human Performance,2020,Full-Time Teaching Faculty (N),17
College of Health Rehabilitation Services — Physical Education & Human Performance,College of Health Rehabilitation Services,Physical Education & Human Performance,2021,Full-Time Teaching Faculty (N),16
College of Health Rehabilitation Services — Physical Education & Human Performance,College of Health Rehabilitation Services,Physical Education & Human Performance,2022,Full-Time Teaching Faculty (N),15
College of Health Rehabilitation Services — Physical Education & Human Performance,College of Health Rehabilitation Services,Physical Education & Human Performance,2023,Full-Time Teaching Faculty (N),16
College of Health Rehabilitation Services — Physical Education & Human Performance,College of Health Rehabilitation Services,Physical Education & Human Performance,2024,Full-Time Teaching Faculty (N),16
College of Health Rehabilitation Services — Social Work,College of Health Rehabilitation Services,Social Work,2019,Full-Time Teaching Faculty (N),5
College of Health Rehabilitation Services — Social Work,College of Health Rehabilitation Services,Social Work,2020,Full-Time Teaching Faculty (N),5
College of Health Rehabilitation Services — Social Work,College of Health Rehabilitation Services,Social Work,2021,Full-Time Teaching Faculty (N),5
College of Health Rehabilitation Services — Social Work,College of Health Rehabilitation Services,Social Work,2022,Full-Time Teaching Faculty (N),5
College of Health Rehabilitation Services — Social Work,College of Health Rehabilitation Services,Social Work,2023,Full-Time Teaching Faculty (N),6
College of Health Rehabilitation Services — Social Work,College of Health Rehabilitation Services,Social Work,2024,Full-Time Teaching Faculty (N),7
College of Health Rehabilitation Services — Total,College of Health Rehabilitation Services,Total,2019,Full-Time Teaching Faculty (N),40
College of Health Rehabilitation Services — Total,College of Health Rehabilitation Services,Total,2020,Full-Time Teaching Faculty (N),40
College of Health Rehabilitation Services — Total,College of Health Rehabilitation Services,Total,2021,Full-Time Teaching Faculty (N),38
College of Health Rehabilitation Services — Total,College of Health Rehabilitation Services,Total,2022,Full-Time Teaching Faculty (N),38
College of Health Rehabilitation Services — Total,College of Health Rehabilitation Services,Total,2023,Full-Time Teaching Faculty (N),40
College of Health Rehabilitation Services — Total,College of Health Rehabilitation Services,Total,2024,Full-Time Teaching Faculty (N),50
College of Health Rehabilitation Services — Numbers do not necessarily reflect the number of faculty lines.Fall,College of Health Rehabilitation Services,Numbers do not necessarily reflect the number of faculty lines.Fall,2019,Full-Time Teaching Faculty (N),
College of Health Rehabilitation Services — Numbers do not necessarily reflect the number of faculty lines.Fall,College of Health Rehabilitation Services,Numbers do not necessarily reflect the number of faculty lines.Fall,2020,Full-Time Teaching Faculty (N),
College of Health Rehabilitation Services — Numbers do not necessarily reflect the number of faculty lines.Fall,College of Health Rehabilitation Services,Numbers do not necessarily reflect the number of faculty lines.Fall,2021,Full-Time Teaching Faculty (N),
College of Health Rehabilitation Services — Numbers do not necessarily reflect the number of faculty lines.Fall,College of Health Rehabilitation Services,Numbers do not necessarily reflect the number of faculty lines.Fall,2022,Full-Time Teaching Faculty (N),2023
College of Health Rehabilitation Services — Numbers do not necessarily reflect the number of faculty lines.Fall,College of Health Rehabilitation Services,Numbers do not necessarily reflect the number of faculty lines.Fall,2023,Full-Time Teaching Faculty (N),2021
College of Health Rehabilitation Services — Numbers do not necessarily reflect the number of faculty lines.Fall,College of Health Rehabilitation Services,Numbers do not necessarily reflect the number of faculty lines.Fall,2024,Full-Time Teaching Faculty (N),2022
"School of Engineering, Science & Technology — Biology","School of Engineering, Science & Technology",Biology,2019,Full-Time Teaching Faculty (N),16
"School of Engineering, Science & Technology — Biology","School of Engineering, Science & Technology",Biology,2020,Full-Time Teaching Faculty (N),16
"School of Engineering, Science & Technology — Biology","School of Engineering, Science & Technology",Biology,2021,Full-Time Teaching Faculty (N),15
"School of Engineering, Science & Technology — Biology","School of Engineering, Science & Technology",Biology,2022,Full-Time Teaching Faculty (N),16
"School of Engineering, Science & Technology — Biology","School of Engineering, Science & Technology",Biology,2023,Full-Time Teaching Faculty (N),19
"School of Engineering, Science & Technology — Biology","School of Engineering, Science & Technology",Biology,2024,Full-Time Teaching Faculty (N),13
"School of Engineering, Science & Technology — Biomolecular Sciences","School of Engineering, Science & Technology",Biomolecular Sciences,2019,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Biomolecular Sciences","School of Engineering, Science & Technology",Biomolecular Sciences,2020,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Biomolecular Sciences","School of Engineering, Science & Technology",Biomolecular Sciences,2021,Full-Time Teaching Faculty (N),8
"School of Engineering, Science & Technology — Biomolecular Sciences","School of Engineering, Science & Technology",Biomolecular Sciences,2022,Full-Time Teaching Faculty (N),8
"School of Engineering, Science & Technology — Biomolecular Sciences","School of Engineering, Science & Technology",Biomolecular Sciences,2023,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Biomolecular Sciences","School of Engineering, Science & Technology",Biomolecular Sciences,2024,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Chemistry & Biochemistry","School of Engineering, Science & Technology",Chemistry & Biochemistry,2019,Full-Time Teaching Faculty (N),10
"School of Engineering, Science & Technology — Chemistry & Biochemistry","School of Engineering, Science & Technology",Chemistry & Biochemistry,2020,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Chemistry & Biochemistry","School of Engineering, Science & Technology",Chemistry & Biochemistry,2021,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Chemistry & Biochemistry","School of Engineering, Science & Technology",Chemistry & Biochemistry,2022,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Chemistry & Biochemistry","School of Engineering, Science & Technology",Chemistry & Biochemistry,2023,Full-Time Teaching Faculty (N),11
"School of Engineering, Science & Technology — Chemistry & Biochemistry","School of Engineering, Science & Technology",Chemistry & Biochemistry,2024,Full-Time Teaching Faculty (N),11
"School of Engineering, Science & Technology — Computer Electronics & Graphics Technology","School of Engineering, Science & Technology",Computer Electronics & Graphics Technology,2019,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Computer Electronics & Graphics Technology","School of Engineering, Science & Technology",Computer Electronics & Graphics Technology,2020,Full-Time Teaching Faculty (N),8
"School of Engineering, Science & Technology — Computer Electronics & Graphics Technology","School of Engineering, Science & Technology",Computer Electronics & Graphics Technology,2021,Full-Time Teaching Faculty (N),7
"School of Engineering, Science & Technology — Computer Electronics & Graphics Technology","School of Engineering, Science & Technology",Computer Electronics & Graphics Technology,2022,Full-Time Teaching Faculty (N),8
"School of Engineering, Science & Technology — Computer Electronics & Graphics Technology","School of Engineering, Science & Technology",Computer Electronics & Graphics Technology,2023,Full-Time Teaching Faculty (N),7
"School of Engineering, Science & Technology — Computer Electronics & Graphics Technology","School of Engineering, Science & Technology",Computer Electronics & Graphics Technology,2024,Full-Time Teaching Faculty (N),7
"School of Engineering, Science & Technology — Computer Science","School of Engineering, Science & Technology",Computer Science,2019,Full-Time Teaching Faculty (N),9
"School of Engineering, Science & Technology — Computer Science","School of Engineering, Science & Technology",Computer Science,2020,Full-Time Teaching Faculty (N),10
"School of Engineering, Science & Technology — Computer Science","School of Engineering, Science & Technology",Computer Science,2021,Full-Time Teaching Faculty (N),10
"School of Engineering, Science & Technology — Computer Science","School of Engineering, Science & Technology",Computer Science,2022,Full-Time Teaching Faculty (N),10
"School of Engineering, Science & Technology — Computer Science","School of Engineering, Science & Technology",Computer Science,2023,Full-Time Teaching Faculty (N),10
"School of Engineering, Science & Technology — Computer Science","School of Engineering, Science & Technology",Computer Science,2024,Full-Time Teaching Faculty (N),10
"School of Engineering, Science & Technology — Earth & Space Sciences","School of Engineering, Science & Technology",Earth & Space Sciences,2019,Full-Time Teaching Faculty (N),7
"School of Engineering, Science & Technology — Earth & Space Sciences","School of Engineering, Science & Technology",Earth & Space Sciences,2020,Full-Time Teaching Faculty (N),7
"School of Engineering, Science & Technology — Earth & Space Sciences","School of Engineering, Science & Technology",Earth & Space Sciences,2021,Full-Time Teaching Faculty (N),7
"School of Engineering, Science & Technology — Earth & Space Sciences","School of Engineering, Science & Technology",Earth & Space Sciences,2022,Full-Time Teaching Faculty (N),6
"School of Engineering, Science & Technology — Earth & Space Sciences","School of Engineering, Science & Technology",Earth & Space Sciences,2023,Full-Time Teaching Faculty (N),6
"School of Engineering, Science & Technology — Earth & Space Sciences","School of Engineering, Science & Technology",Earth & Space Sciences,2024,Full-Time Teaching Faculty (N),6
"School of Engineering, Science & Technology — Engineering","School of Engineering, Science & Technology",Engineering,2019,Full-Time Teaching Faculty (N),20
"School of Engineering, Science & Technology — Engineering","School of Engineering, Science & Technology",Engineering,2020,Full-Time Teaching Faculty (N),19
"School of Engineering, Science & Technology — Engineering","School of Engineering, Science & Technology",Engineering,2021,Full-Time Teaching Faculty (N),19
"School of Engineering, Science & Technology — Engineering","School of Engineering, Science & Technology",Engineering,2022,Full-Time Teaching Faculty (N),17
"School of Engineering, Science & Technology — Engineering","School of Engineering, Science & Technology",Engineering,2023,Full-Time Teaching Faculty (N),19
"School of Engineering, Science & Technology — Engineering","School of Engineering, Science & Technology",Engineering,2024,Full-Time Teaching Faculty (N),18
"School of Engineering, Science & Technology — Manufacturing & Construction Management","School of Engineering, Science & Technology",Manufacturing & Construction Management,2019,Full-Time Teaching Faculty (N),13
"School of Engineering, Science & Technology — Manufacturing & Construction Management","School of Engineering, Science & Technology",Manufacturing & Construction Management,2020,Full-Time Teaching Faculty (N),12
"School of Engineering, Science & Technology — Manufacturing & Construction Management","School of Engineering, Science & Technology",Manufacturing & Construction Management,2021,Full-Time Teaching Faculty (N),13
"School of Engineering, Science & Technology — Manufacturing & Construction Management","School of Engineering, Science & Technology",Manufacturing & Construction Management,2022,Full-Time Teaching Faculty (N),12
"School of Engineering, Science & Technology — Manufacturing & Construction Management","School of Engineering, Science & Technology",Manufacturing & Construction Management,2023,Full-Time Teaching Faculty (N),14
"School of Engineering, Science & Technology — Manufacturing & Construction Management","School of Engineering, Science & Technology",Manufacturing & Construction Management,2024,Full-Time Teaching Faculty (N),12
"School of Engineering, Science & Technology — Mathematical Sciences","School of Engineering, Science & Technology",Mathematical Sciences,2019,Full-Time Teaching Faculty (N),30
"School of Engineering, Science & Technology — Mathematical Sciences","School of Engineering, Science & Technology",Mathematical Sciences,2020,Full-Time Teaching Faculty (N),30
"School of Engineering, Science & Technology — Mathematical Sciences","School of Engineering, Science & Technology",Mathematical Sciences,2021,Full-Time Teaching Faculty (N),31
"School of Engineering, Science & Technology — Mathematical Sciences","School of Engineering, Science & Technology",Mathematical Sciences,2022,Full-Time Teaching Faculty (N),27
"School of Engineering, Science & Technology — Mathematical Sciences","School of Engineering, Science & Technology",Mathematical Sciences,2023,Full-Time Teaching Faculty (N),27
"School of Engineering, Science & Technology — Mathematical Sciences","School of Engineering, Science & Technology",Mathematical Sciences,2024,Full-Time Teaching Faculty (N),28
"School of Engineering, Science & Technology — Physics & Engineering Physics","School of Engineering, Science & Technology",Physics & Engineering Physics,2019,Full-Time Teaching Faculty (N),5
"School of Engineering, Science & Technology — Physics & Engineering Physics","School of Engineering, Science & Technology",Physics & Engineering Physics,2020,Full-Time Teaching Faculty (N),5
"School of Engineering, Science & Technology — Physics & Engineering Physics","School of Engineering, Science & Technology",Physics & Engineering Physics,2021,Full-Time Teaching Faculty (N),6
"School of Engineering, Science & Technology — Physics & Engineering Physics","School of Engineering, Science & Technology",Physics & Engineering Physics,2022,Full-Time Teaching Faculty (N),5
"School of Engineering, Science & Technology — Physics & Engineering Physics","School of Engineering, Science & Technology",Physics & Engineering Physics,2023,Full-Time Teaching Faculty (N),5
"School of Engineering, Science & Technology — Physics & Engineering Physics","School of Engineering, Science & Technology",Physics & Engineering Physics,2024,Full-Time Teaching Faculty (N),5
"School of Engineering, Science & Technology — Technology & Engineering Education","School of Engineering, Science & Technology",Technology & Engineering Education,2019,Full-Time Teaching Faculty (N),4
"School of Engineering, Science & Technology — Technology & Engineering Education","School of Engineering, Science & Technology",Technology & Engineering Education,2020,Full-Time Teaching Faculty (N),4
"School of Engineering, Science & Technology — Technology & Engineering Education","School of Engineering, Science & Technology",Technology & Engineering Education,2021,Full-Time Teaching Faculty (N),4
"School of Engineering, Science & Technology — Technology & Engineering Education","School of Engineering, Science & Technology",Technology & Engineering Education,2022,Full-Time Teaching Faculty (N),4
"School of Engineering, Science & Technology — Technology & Engineering Education","School of Engineering, Science & Technology",Technology & Engineering Education,2023,Full-Time Teaching Faculty (N),4
"School of Engineering, Science & Technology — Technology & Engineering Education","School of Engineering, Science & Technology",Technology & Engineering Education,2024,Full-Time Teaching Faculty (N),4
"School of Engineering, Science & Technology — Total","School of Engineering, Science & Technology",Total,2019,Full-Time Teaching Faculty (N),132
"School of Engineering, Science & Technology — Total","School of Engineering, Science & Technology",Total,2020,Full-Time Teaching Faculty (N),129
"School of Engineering, Science & Technology — Total","School of Engineering, Science & Technology",Total,2021,Full-Time Teaching Faculty (N),129
"School of Engineering, Science & Technology — Total","School of Engineering, Science & Technology",Total,2022,Full-Time Teaching Faculty (N),122
"School of Engineering, Science & Technology — Total","School of Engineering, Science & Technology",Total,2023,Full-Time Teaching Faculty (N),131
"School of Engineering, Science & Technology — Total","School of Engineering, Science & Technology",Total,2024,Full-Time Teaching Faculty (N),123
"School of Engineering, Science & Technology — reflect the number of faculty lines.Fall","School of Engineering, Science & Technology",reflect the number of faculty lines.Fall,2019,Full-Time Teaching Faculty (N),2020
"School of Engineering, Science & Technology — reflect the number of faculty lines.Fall","School of Engineering, Science & Technology",reflect the number of faculty lines.Fall,2020,Full-Time Teaching Faculty (N),2019
"School of Engineering, Science & Technology — reflect the number of faculty lines.Fall","School of Engineering, Science & Technology",reflect the number of faculty lines.Fall,2021,Full-Time Teaching Faculty (N),2021
"School of Engineering, Science & Technology — reflect the number of faculty lines.Fall","School of Engineering, Science & Technology",reflect the number of faculty lines.Fall,2022,Full-Time Teaching Faculty (N),2022
"School of Engineering, Science & Technology — reflect the number of faculty lines.Fall","School of Engineering, Science & Technology",reflect the number of faculty lines.Fall,2023,Full-Time Teaching Faculty (N),2023
"School of Engineering, Science & Technology — reflect the number of faculty lines.Fall","School of Engineering, Science & Technology",reflect the number of faculty lines.Fall,2024,Full-Time Teaching Faculty (N),2024
