Group_Combined,Group,Subgroup,Year,Metric,Value
White - Total Students,White,Total Students,2025,Winter Acceptances (N),5
White - Total Students,White,Total Students,2026,Winter Acceptances (N),0
White - Total Students,White,Total Students,2025,Winter Confirmations (N),5
White - Total Students,White,Total Students,2026,Winter Confirmations (N),0
White - Total Students,White,Total Students,2025,Total New Enrollments (N),3
White - Total Students,White,Total Students,2026,Total New Enrollments (N),0
White - Total Students,White,Total Students,2025,Acceptances / Applications,36
White - Total Students,White,Total Students,2026,Acceptances / Applications,
White - Total Students,White,Total Students,2025,Enrollments / Applications,21
White - Total Students,White,Total Students,2026,Enrollments / Applications,
White - Total Students,White,Total Students,2025,Enrollments / Acceptances,60
White - Total Students,White,Total Students,2026,Enrollments / Acceptances,
Two or More Races - First-Time,Two or More Races,First-Time,2025,Winter Applications (N),0
Two or More Races - First-Time,Two or More Races,First-Time,2026,Winter Applications (N),
Two or More Races - First-Time,Two or More Races,First-Time,2025,Winter Acceptances (N),0
Two or More Races - First-Time,Two or More Races,First-Time,2026,Winter Acceptances (N),
Two or More Races - First-Time,Two or More Races,First-Time,2025,Winter Confirmations (N),0
Two or More Races - First-Time,Two or More Races,First-Time,2026,Winter Confirmations (N),
Two or More Races - First-Time,Two or More Races,First-Time,2025,Total New Enrollments (N),0
Two or More Races - First-Time,Two or More Races,First-Time,2026,Total New Enrollments (N),
Two or More Races - First-Time,Two or More Races,First-Time,2025,Acceptances / Applications,
Two or More Races - First-Time,Two or More Races,First-Time,2026,Acceptances / Applications,
Two or More Races - First-Time,Two or More Races,First-Time,2025,Enrollments / Applications,
Two or More Races - First-Time,Two or More Races,First-Time,2026,Enrollments / Applications,
Two or More Races - First-Time,Two or More Races,First-Time,2025,Enrollments / Acceptances,
Two or More Races - First-Time,Two or More Races,First-Time,2026,Enrollments / Acceptances,
Two or More Races - Transfer,Two or More Races,Transfer,2025,Winter Applications (N),0
Two or More Races - Transfer,Two or More Races,Transfer,2026,Winter Applications (N),
Two or More Races - Transfer,Two or More Races,Transfer,2025,Winter Acceptances (N),0
Two or More Races - Transfer,Two or More Races,Transfer,2026,Winter Acceptances (N),
Two or More Races - Transfer,Two or More Races,Transfer,2025,Winter Confirmations (N),0
Two or More Races - Transfer,Two or More Races,Transfer,2026,Winter Confirmations (N),
Two or More Races - Transfer,Two or More Races,Transfer,2025,Total New Enrollments (N),0
Two or More Races - Transfer,Two or More Races,Transfer,2026,Total New Enrollments (N),
Two or More Races - Transfer,Two or More Races,Transfer,2025,Acceptances / Applications,
Two or More Races - Transfer,Two or More Races,Transfer,2026,Acceptances / Applications,
Two or More Races - Transfer,Two or More Races,Transfer,2025,Enrollments / Applications,
Two or More Races - Transfer,Two or More Races,Transfer,2026,Enrollments / Applications,
Two or More Races - Transfer,Two or More Races,Transfer,2025,Enrollments / Acceptances,
Two or More Races - Transfer,Two or More Races,Transfer,2026,Enrollments / Acceptances,
Two or More Races - All Others,Two or More Races,All Others,2025,Winter Applications (N),1
Two or More Races - All Others,Two or More Races,All Others,2026,Winter Applications (N),
Two or More Races - All Others,Two or More Races,All Others,2025,Winter Acceptances (N),0
Two or More Races - All Others,Two or More Races,All Others,2026,Winter Acceptances (N),
Two or More Races - All Others,Two or More Races,All Others,2025,Winter Confirmations (N),0
Two or More Races - All Others,Two or More Races,All Others,2026,Winter Confirmations (N),
Two or More Races - All Others,Two or More Races,All Others,2025,Total New Enrollments (N),0
Two or More Races - All Others,Two or More Races,All Others,2026,Total New Enrollments (N),
Two or More Races - All Others,Two or More Races,All Others,2025,Acceptances / Applications,0
Two or More Races - All Others,Two or More Races,All Others,2026,Acceptances / Applications,
Two or More Races - All Others,Two or More Races,All Others,2025,Enrollments / Applications,0
Two or More Races - All Others,Two or More Races,All Others,2026,Enrollments / Applications,
Two or More Races - All Others,Two or More Races,All Others,2025,Enrollments / Acceptances,
Two or More Races - All Others,Two or More Races,All Others,2026,Enrollments / Acceptances,
Two or More Races - Total Students,Two or More Races,Total Students,2025,Winter Applications (N),1
Two or More Races - Total Students,Two or More Races,Total Students,2026,Winter Applications (N),0
Two or More Races - Total Students,Two or More Races,Total Students,2025,Winter Acceptances (N),0
Two or More Races - Total Students,Two or More Races,Total Students,2026,Winter Acceptances (N),0
Two or More Races - Total Students,Two or More Races,Total Students,2025,Winter Confirmations (N),0
Two or More Races - Total Students,Two or More Races,Total Students,2026,Winter Confirmations (N),0
Two or More Races - Total Students,Two or More Races,Total Students,2025,Total New Enrollments (N),0
Two or More Races - Total Students,Two or More Races,Total Students,2026,Total New Enrollments (N),0
Two or More Races - Total Students,Two or More Races,Total Students,2025,Acceptances / Applications,0
Two or More Races - Total Students,Two or More Races,Total Students,2026,Acceptances / Applications,
Two or More Races - Total Students,Two or More Races,Total Students,2025,Enrollments / Applications,0
Two or More Races - Total Students,Two or More Races,Total Students,2026,Enrollments / Applications,
Two or More Races - Total Students,Two or More Races,Total Students,2025,Enrollments / Acceptances,
Two or More Races - Total Students,Two or More Races,Total Students,2026,Enrollments / Acceptances,
Unknown - First-Time,Unknown,First-Time,2025,Winter Applications (N),0
Unknown - First-Time,Unknown,First-Time,2026,Winter Applications (N),
Unknown - First-Time,Unknown,First-Time,2025,Winter Acceptances (N),0
Unknown - First-Time,Unknown,First-Time,2026,Winter Acceptances (N),
Unknown - First-Time,Unknown,First-Time,2025,Winter Confirmations (N),0
Unknown - First-Time,Unknown,First-Time,2026,Winter Confirmations (N),
Unknown - First-Time,Unknown,First-Time,2025,Total New Enrollments (N),0
Unknown - First-Time,Unknown,First-Time,2026,Total New Enrollments (N),
Unknown - First-Time,Unknown,First-Time,2025,Acceptances / Applications,
Unknown - First-Time,Unknown,First-Time,2026,Acceptances / Applications,
Unknown - First-Time,Unknown,First-Time,2025,Enrollments / Applications,
Unknown - First-Time,Unknown,First-Time,2026,Enrollments / Applications,
Unknown - First-Time,Unknown,First-Time,2025,Enrollments / Acceptances,
Unknown - First-Time,Unknown,First-Time,2026,Enrollments / Acceptances,
Unknown - Transfer,Unknown,Transfer,2025,Winter Applications (N),0
Unknown - Transfer,Unknown,Transfer,2026,Winter Applications (N),
Unknown - Transfer,Unknown,Transfer,2025,Winter Acceptances (N),0
Unknown - Transfer,Unknown,Transfer,2026,Winter Acceptances (N),
Unknown - Transfer,Unknown,Transfer,2025,Winter Confirmations (N),0
Unknown - Transfer,Unknown,Transfer,2026,Winter Confirmations (N),
Unknown - Transfer,Unknown,Transfer,2025,Total New Enrollments (N),0
Unknown - Transfer,Unknown,Transfer,2026,Total New Enrollments (N),
Unknown - Transfer,Unknown,Transfer,2025,Acceptances / Applications,
Unknown - Transfer,Unknown,Transfer,2026,Acceptances / Applications,
Unknown - Transfer,Unknown,Transfer,2025,Enrollments / Applications,
Unknown - Transfer,Unknown,Transfer,2026,Enrollments / Applications,
Unknown - Transfer,Unknown,Transfer,2025,Enrollments / Acceptances,
Unknown - Transfer,Unknown,Transfer,2026,Enrollments / Acceptances,
Unknown - All Others,Unknown,All Others,2025,Winter Applications (N),0
Unknown - All Others,Unknown,All Others,2026,Winter Applications (N),
Unknown - All Others,Unknown,All Others,2025,Winter Acceptances (N),0
Unknown - All Others,Unknown,All Others,2026,Winter Acceptances (N),
Unknown - All Others,Unknown,All Others,2025,Winter Confirmations (N),0
Unknown - All Others,Unknown,All Others,2026,Winter Confirmations (N),
Unknown - All Others,Unknown,All Others,2025,Total New Enrollments (N),0
Unknown - All Others,Unknown,All Others,2026,Total New Enrollments (N),
Unknown - All Others,Unknown,All Others,2025,Acceptances / Applications,
Unknown - All Others,Unknown,All Others,2026,Acceptances / Applications,
Unknown - All Others,Unknown,All Others,2025,Enrollments / Applications,
Unknown - All Others,Unknown,All Others,2026,Enrollments / Applications,
Unknown - All Others,Unknown,All Others,2025,Enrollments / Acceptances,
Unknown - All Others,Unknown,All Others,2026,Enrollments / Acceptances,
Unknown - Total Students,Unknown,Total Students,2025,Winter Applications (N),0
Unknown - Total Students,Unknown,Total Students,2026,Winter Applications (N),0
Unknown - Total Students,Unknown,Total Students,2025,Winter Acceptances (N),0
Unknown - Total Students,Unknown,Total Students,2026,Winter Acceptances (N),0
Unknown - Total Students,Unknown,Total Students,2025,Winter Confirmations (N),0
Unknown - Total Students,Unknown,Total Students,2026,Winter Confirmations (N),0
Unknown - Total Students,Unknown,Total Students,2025,Total New Enrollments (N),0
Unknown - Total Students,Unknown,Total Students,2026,Total New Enrollments (N),0
Unknown - Total Students,Unknown,Total Students,2025,Acceptances / Applications,
Unknown - Total Students,Unknown,Total Students,2026,Acceptances / Applications,
Unknown - Total Students,Unknown,Total Students,2025,Enrollments / Applications,
Unknown - Total Students,Unknown,Total Students,2026,Enrollments / Applications,
Unknown - Total Students,Unknown,Total Students,2025,Enrollments / Acceptances,
Unknown - Total Students,Unknown,Total Students,2026,Enrollments / Acceptances,
